,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
1939160,bfd99fcea16a38,8e593dcbe93694,179281bee801a0,0,1,100.0,0,0,1,40,1380,1,1,3.404,1310,duo-fpp,48,47,-1,0,0.0,0,0.0,0,0,205.1,3,1395,0.2766
2865636,8fd669dbd38280,0b05c04c25a0fb,d0619be9cbb1cc,0,2,92.29,1,0,1,32,1824,1,1,18.11,1893,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,165.8,4,1637,0.6786
443746,932e25359a1959,f4a8c2074c1f5e,408ba768959eae,0,0,154.2,1,0,0,76,0,0,0,0.0,2034,duo-fpp,49,48,1518,0,0.0,0,0.0,0,0,351.6,3,0,0.2708
3483480,723e0df414e5cd,ccb82604507f05,8ff48648c236f2,0,0,0.0,0,0,0,88,0,0,0,0.0,1377,solo-fpp,98,94,1507,0,0.0,0,0.0,0,0,22.39,0,0,0.0825
50755,24e8bea7995cc6,dbaed2600eb4b6,2551371c842d2c,1,2,295.6,1,0,0,39,1667,1,1,34.19,1981,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,1425.0,6,1514,0.4255
2197854,61c6ea72f97f3e,8fe02d0b1fde76,3565ee4b0d4f54,1,4,215.4,2,0,1,25,0,1,1,66.69,1204,duo-fpp,45,42,1513,1,0.0,0,0.0,0,0,2474.0,4,0,0.9091
2600173,6835e5a0be31e8,c4ba7f98efdc5b,d9b8985d877270,0,2,0.0,0,0,0,49,1000,0,0,0.0,1772,squad,31,31,-1,0,1518.0,0,0.0,0,0,4564.0,8,1500,0.7
114098,747e479429968e,206c805667a6a2,bcd4ff52d50052,0,0,93.52,1,0,0,84,0,0,0,0.0,1488,duo-fpp,49,48,1500,0,0.0,0,0.0,0,0,74.01,1,0,0.1042
1955499,4ba0d5989040fa,5c04d50db1d5ab,9db09e13aa57e2,1,3,300.8,1,0,3,27,1714,1,1,83.22,1364,squad-fpp,30,30,-1,0,0.0,0,266.2,0,0,3217.0,5,1552,0.8276
2628824,5bce2ad64cda9f,ab2143492b7969,114f04a9c51e8d,0,0,0.0,0,0,0,74,1434,0,0,0.0,1445,solo-fpp,93,90,-1,0,0.0,0,0.0,0,0,175.4,2,1542,0.2609
4392235,3bf071697634c0,a9179bc2e764db,e48391ca78fc74,0,0,0.0,0,0,0,94,1286,0,0,0.0,1373,squad-fpp,34,34,-1,0,0.0,0,0.0,0,0,39.8,0,1438,0.0
3713435,312677a8362c54,0d1107f4cd9a99,d4bf97e8529d01,0,0,217.1,1,0,0,20,0,2,1,5.435,2011,duo-fpp,46,43,1477,0,0.0,0,0.0,0,0,247.0,8,0,0.2444
1000901,a505fc8b78a12a,cda7512d077de1,bf8fdb2d0ddaaf,1,0,63.94,0,0,0,59,0,0,0,0.0,1985,duo,48,45,1417,0,0.0,0,0.0,0,0,51.7,1,0,0.383
1450000,91c344af8b11d2,8b2ae5bb073ede,71d18861c73a5e,0,0,27.4,0,0,1,34,1273,1,1,1.177,1834,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,1971.0,5,1522,0.5556
1614934,b91fd26a5cb24d,fb1fe6d63c569d,c5c6602b75f4ff,0,0,23.22,0,0,0,65,0,0,0,0.0,1508,duo-fpp,50,46,1500,0,0.0,0,0.0,0,0,771.0,1,0,0.449
445332,1a97769e4cfe73,25a4538b933efb,980c0d5f9a5e39,0,2,0.0,0,0,7,50,0,0,0,0.0,1866,squad,29,29,1476,0,0.0,0,514.7,0,0,1766.0,9,0,0.6429
1061748,54d62b86c9744f,bf67bf1dfdb928,eb48c97477e1d4,0,1,66.48,0,0,0,50,1068,0,0,0.0,1388,squad-fpp,30,29,-1,0,1102.0,0,0.0,0,0,1017.0,2,1475,0.7931
784571,d7856623e49d29,9d21250f86d95a,18f4bbda0383e7,0,0,0.0,0,0,0,91,0,0,0,0.0,1445,solo-fpp,95,93,1510,0,0.0,0,0.0,0,0,0.0,1,0,0.0319
3643329,7970e8721a2539,6dfd314bc69eab,5cb1d3cfc14235,0,0,44.72,0,0,0,77,1418,0,0,0.0,1263,squad-fpp,28,26,-1,0,0.0,0,0.0,0,0,182.8,1,1499,0.1852
2738831,9841e413d0e475,58ab70109ebb85,7cd6cb4eb29f05,0,0,0.0,0,0,0,93,1620,0,0,0.0,1441,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,0.0,0,1521,0.0
1442008,fadc014ad3dcff,a671de08ea2661,b687b5fb1b8bd1,0,0,56.39,1,0,0,29,1368,1,1,4.86,1384,squad,26,23,-1,0,0.0,0,0.0,0,0,199.9,2,1548,0.36
706512,52d9eea71ca63e,7cc0dbda660779,ce8cd46dfc652d,0,0,0.0,0,0,0,80,1000,0,0,0.0,1380,solo-fpp,98,96,-1,0,0.0,0,0.0,0,0,3.521,1,1500,0.2062
2491938,e2230166327d79,c599e56a5e84fc,191465f8a32b3d,0,0,39.24,0,0,0,87,0,0,0,0.0,1772,solo-fpp,93,92,1500,0,0.0,0,0.0,0,0,4.03,0,0,0.0652
419524,c6695461edf5c8,564d9902dd320a,b11a1f126459f1,0,0,0.0,0,0,0,83,0,0,0,0.0,1373,solo-fpp,98,97,1492,0,0.0,0,0.0,0,0,27.05,2,0,0.1546
3132447,cf4d070c40180c,23391728f7d834,237d913fd02eab,0,1,0.0,0,0,3,60,0,0,0,0.0,1775,duo-fpp,49,49,1497,0,0.0,0,0.0,0,0,2729.0,7,0,0.5417
801191,663aa333bb5706,053b8b4848a6ca,18d74c805fbb67,0,0,0.0,0,0,0,81,1088,0,0,0.0,1349,solo-fpp,97,95,-1,0,0.0,0,0.0,0,0,141.1,2,1498,0.1979
1083782,986edec9075134,2b1f7f5b7c7759,240bc96e261044,0,0,0.0,0,0,0,76,0,0,0,0.0,1427,solo-fpp,93,91,1550,0,0.0,0,0.0,0,0,53.95,2,0,0.1848
4045269,0464519a3c52ce,0eb589f2113ee7,688493e8702e0f,0,0,200.0,2,0,0,33,0,1,1,14.77,1373,squad,30,28,1489,0,0.0,0,0.0,0,0,175.4,2,0,0.2069
2339480,2669b2a58b4bbd,577527abb38171,f92d1f44261b88,0,0,54.62,0,0,1,18,1241,2,2,5.11,1300,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,223.9,2,1418,0.2069
1187050,b7aa379e2df1a5,b32542c9df1584,d3729fc4066731,0,4,419.3,0,2,10,4,0,4,1,61.16,1893,solo-fpp,96,94,1521,0,0.0,0,0.0,0,0,2518.0,9,0,0.9158
2055196,ea673d0685218f,d7f0fb66a1ae30,551cd62bca0a8f,0,3,574.9,3,0,2,6,0,5,2,9.019,1398,duo-fpp,48,46,1671,0,0.0,0,0.0,0,0,1395.0,6,0,0.766
3191242,e3b63e9dc922b9,51c99b356fd32d,dfea86cb6d4e6d,0,0,0.0,0,0,0,92,0,0,0,0.0,1920,squad,30,28,1452,0,0.0,0,0.0,0,0,355.4,3,0,0.0
842435,e01370726d9281,856527ccb81b21,ddf48f45aaa05e,0,0,20.15,0,0,1,36,1455,0,0,0.0,1288,duo-fpp,50,48,-1,0,0.0,0,0.0,0,0,289.4,2,1510,0.9184
1259295,6473174ec6a37d,9ef4b04ef5c163,0ed5c3394b58df,1,0,282.4,2,0,2,13,0,2,1,37.57,1975,squad-fpp,28,27,1488,0,3373.0,0,37.69,0,0,2465.0,6,0,0.7407
3580089,513a46a77320d6,e5e87a54a01127,c66c8d399c9b34,0,1,0.0,0,0,7,50,0,0,0,0.0,1433,duo-fpp,48,46,1495,0,0.0,0,0.0,0,0,1559.0,3,0,0.7021
3963574,4c98e89aec88b2,f197840f059029,b33ff471970063,0,0,0.0,0,0,0,75,1594,0,0,0.0,1312,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,56.79,0,1573,0.2692
604210,f2182a7e0dff03,9b68257e305f6c,e5412664c782c3,0,1,263.2,1,0,0,21,0,2,2,33.68,1808,duo-fpp,47,44,1486,0,0.0,0,0.0,0,0,517.0,5,0,0.3478
2788114,16a494ca6f4ce7,457805ce09fa60,2a5918970bb469,0,1,59.05,0,0,1,67,0,0,0,0.0,1424,squad,29,28,1461,0,0.0,0,0.0,0,0,836.8,4,0,0.4286
3873483,42424e66dc0f23,5b49d3fd15a340,7a1357f76fa0cc,1,1,60.04,1,0,0,31,1399,1,1,45.53,1355,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,1089.0,3,1554,0.5714
2154567,83c8602c97d6ad,5a05d0463abbc9,87c20d1be9f70d,0,2,0.0,0,0,4,44,1144,0,0,0.0,1354,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,2790.0,3,1488,0.9231
4223550,a229094df86d9a,ff20901ff1cdfb,6bb4020bbf72d7,0,0,0.0,0,0,0,83,1166,0,0,0.0,1396,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,9.179,0,1466,0.0357
965418,bd17329a03eb63,b0b090007ec082,ead75f38d042b1,0,0,0.0,0,0,0,89,0,0,0,0.0,1865,duo-fpp,48,46,1667,0,0.0,0,0.0,0,0,27.12,2,0,0.0425
177781,bd32e1530007e9,24bcb77178bef3,4dc4e02fad148e,0,1,236.5,2,0,0,41,0,0,0,0.0,1942,squad-fpp,30,27,1500,0,0.0,0,0.0,0,0,4400.0,6,0,0.8621
2795287,d9dbf8eed255a8,a1eef246b78dff,b5a622edc80782,1,1,155.8,2,1,1,30,1453,1,1,170.0,1874,squad-fpp,28,27,-1,0,6359.0,0,0.0,0,0,2439.0,3,1552,0.7778
542274,7746137c87763b,fc319a096eae2b,0485291448f291,0,0,148.2,0,0,0,63,0,0,0,0.0,1746,squad-fpp,27,27,1414,1,0.0,0,0.0,0,0,1454.0,3,0,0.4231
548315,e754fadfb434c9,8db1edfa7c56a4,b2c83a1fff0344,0,0,139.1,1,0,0,33,1545,1,1,44.33,1338,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,357.6,2,1564,0.5357
2381996,6bd4a5ac84d1df,5ef4b429f60901,ea0f06344f29d4,0,0,28.0,0,0,0,80,998,0,0,0.0,1368,squad-fpp,27,24,-1,0,0.0,0,0.0,0,0,104.1,1,1493,0.0769
1347050,a0b40c62001fe5,54036ccf57b8b9,63a4dfdd691ad7,0,2,85.99,1,0,0,49,0,0,0,0.0,1367,squad,29,29,1475,1,0.0,0,0.0,0,0,2443.0,4,0,0.8929
2344673,f3df4c19988ab2,37d0d901054800,e5891c5a16a7bf,0,0,72.15,0,0,0,59,0,0,0,0.0,1306,squad-fpp,27,27,1485,0,0.0,0,0.0,0,0,607.9,3,0,0.5
3949178,b218581aa7f1e6,183a380f88db72,633febdf42f342,1,0,0.0,0,0,0,90,0,0,0,0.0,1265,duo-fpp,47,45,1532,0,0.0,0,0.0,0,0,105.8,1,0,0.0217
1027386,98e91f9617b277,b5ce18b2bd7faf,423b5e66db5ead,0,1,100.0,1,0,0,24,0,1,1,30.25,1405,duo,48,47,1584,0,0.0,0,0.0,0,0,2483.0,3,0,0.9149
770227,370786d99f7c8a,d7b0e26f1d42ed,94604233f32a1e,0,0,0.0,0,0,0,83,0,0,0,0.0,1314,duo-fpp,47,45,1500,0,0.0,0,0.0,0,0,23.03,0,0,0.0652
1592347,ea7e56401eff07,41b394f72351a5,9ab817a632cfc2,0,0,65.62,0,0,0,48,1166,0,0,0.0,1465,solo-fpp,96,95,-1,0,0.0,0,0.0,0,0,1440.0,5,1535,0.6842
1622524,00dcfc03b1ab10,61e74e5e4126ff,cb73f3f73318e1,0,0,0.0,0,0,0,59,0,0,0,0.0,1339,duo-fpp,50,49,1501,0,0.0,0,0.0,0,0,972.3,8,0,0.6327
1021307,711b226ed94542,3f31ac2e9fb600,9399231266da83,0,0,100.0,1,0,0,85,1241,0,0,0.0,1881,duo-fpp,47,47,-1,0,0.0,0,0.0,0,0,112.7,3,1539,0.087
3806659,4af3cc4231d7e5,68a7be015f88a8,bc33a9488636b2,0,6,423.0,0,0,3,9,1216,3,1,5.305,1377,solo-fpp,99,96,-1,0,0.0,0,172.9,0,0,1874.0,7,1471,0.9592
1098862,66ccd193db49f1,d18d7638a3e715,d0c885a7411d9b,0,2,0.0,0,0,1,53,0,0,0,0.0,1438,solo-fpp,94,92,1738,0,0.0,0,0.0,0,0,1104.0,2,0,0.6237
339919,2691788e71f540,298f6eadf2ca3b,fe8733340f453e,0,0,74.82,0,0,0,65,0,0,0,0.0,1416,solo-fpp,95,93,1912,0,0.0,0,0.0,0,0,203.6,3,0,0.4043
3114144,622dd971a38cca,3bb4b6e2d7906b,7c15bfbcbdb7bf,0,0,0.0,0,0,0,43,1619,0,0,0.0,1854,squad-fpp,29,28,-1,0,267.7,0,129.9,0,0,1135.0,3,1747,1.0
3993520,594562b5219f96,bd7e8ea6dae771,45755abead6b24,0,1,194.8,1,0,1,52,0,0,0,0.0,1504,duo-fpp,47,46,1528,0,0.0,0,0.0,0,0,255.4,2,0,0.4783
1568976,054bd04742308d,483dfa20b9cf3f,1b159c69cebcf0,0,4,194.5,0,0,12,40,0,0,0,0.0,1825,squad-fpp,30,29,1491,0,0.0,0,0.0,0,0,3478.0,6,0,0.9655
1717252,83a6bf80dc62d3,279dfa46b0c4c9,8ae3b5c65c54a8,0,0,151.8,1,0,0,42,1258,1,1,3.118,1243,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,285.5,1,1509,0.2593
3826959,346844d4a9e2d5,bc83ee6723d936,f2ae45bd91a947,1,2,315.2,2,0,4,15,0,2,1,66.04,1728,duo-fpp,46,44,1493,0,178.6,0,0.0,0,1,3012.0,5,0,0.6222
2326032,ba5c2b3e60addf,9da09ea0aec64c,db3fe025d3132f,0,0,0.0,0,0,0,96,0,0,0,0.0,1742,squad-fpp,29,27,1485,0,0.0,0,0.0,0,0,18.7,1,0,0.0
4090216,3fe71bfb7cccd6,e64d0444db75a9,168c273980a6a9,0,1,198.0,0,0,3,16,0,2,1,39.93,1365,solo-fpp,91,88,1522,0,0.0,0,0.0,0,0,388.5,9,0,0.5667
1981256,ceff2821f2cc22,7a59cddf0d49af,95a94c29ce5a77,0,0,0.0,0,0,0,93,0,0,0,0.0,1472,squad-fpp,27,26,1441,0,0.0,0,0.0,0,0,25.16,1,0,0.0
3236692,e0a5fa4e6960af,272016c9876e4e,c2f7e061e8fb24,0,1,0.0,0,0,0,79,0,0,0,0.0,1377,solo-fpp,98,92,1490,0,0.0,0,0.0,0,0,37.02,2,0,0.2062
4179333,1836fe0138078b,b28278d00a515d,f44dd7e16100fe,0,0,0.0,0,0,0,62,0,0,0,0.0,1967,solo,92,84,1503,0,0.0,0,0.0,0,0,551.6,2,0,0.3407
2485161,74a0dd550a7d0f,0e553db98708f6,e39c5da8634878,0,1,40.72,0,0,0,81,1141,0,0,0.0,1888,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,497.2,4,1498,0.1923
1768883,2e7859d1d12175,2e4da845700d74,2103dad7aa30e8,1,3,520.9,2,0,1,8,0,4,2,53.37,1976,duo-fpp,47,47,1505,0,409.4,0,0.0,0,0,1702.0,6,0,0.6739
2871407,87df456fcf0dfa,16a65fd63611e0,710ab9d437dd77,0,0,298.0,0,0,1,15,1365,2,1,14.75,1395,solo,99,97,-1,0,0.0,0,0.0,0,0,1072.0,4,1576,0.8776
3524823,d83a2fd3ea50af,ed44196ad7244b,52058d255c5491,0,4,0.0,0,0,2,48,1018,0,0,0.0,1363,solo-fpp,97,95,-1,0,0.0,0,0.0,0,0,2110.0,4,1515,0.7917
308238,21011479e9c38d,288b4b535e61c7,6f1a411443210c,0,0,20.69,0,0,0,64,0,0,0,0.0,1346,solo-fpp,94,94,1514,0,0.0,0,0.0,0,0,251.9,9,0,0.4409
2306888,da8b8ee9ee39c1,b8b6747629b6c5,53f21ff14b01d0,0,0,40.81,1,0,0,41,1312,1,1,10.19,1400,duo-fpp,49,49,0,0,0.0,0,0.0,0,0,62.31,1,1554,0.25
2978319,4aba0e9da1fe89,13f5cd0c1b4f86,bbdd1ef05636ce,0,1,10.41,0,0,0,24,1467,1,1,8.389,1421,squad-fpp,28,26,-1,1,0.0,0,0.0,0,0,3188.0,4,1438,0.9259
3446295,32aba9106df481,eb83f143acdb99,109dd103f665fb,0,0,0.0,0,0,0,74,1273,0,0,0.0,1405,squad-fpp,27,26,-1,0,0.0,0,0.0,0,0,266.2,4,1439,0.2692
2854457,d3b019dfacc26f,b70f5fd517d3fc,3f132a0943a97f,0,2,66.32,1,0,0,32,1069,1,1,8.664,1669,squad-fpp,28,27,0,1,0.0,0,0.0,0,0,1774.0,5,1491,0.3333
2244977,d25b13ed79564c,061c2552a4470e,1a3110a19637c0,1,2,794.1,4,3,1,2,0,6,2,105.5,1452,squad-fpp,28,28,1404,1,0.0,0,0.0,0,0,3009.0,6,0,0.963
3307363,2dfd882e6198d2,896681772b5187,1739f9b4421aa5,0,0,0.0,0,0,0,95,0,0,0,0.0,1994,squad-fpp,27,25,1471,0,0.0,0,0.0,0,0,13.27,2,0,0.0
979214,e0077a1456fd94,97cde924a57959,e49907816e16e7,0,2,105.0,0,0,1,26,0,1,1,52.19,1394,solo-fpp,94,91,1523,0,0.0,0,0.0,0,0,2225.0,4,0,0.7849
1019997,f8efeb0d3e1022,91f2a1976924ed,76e3c3d906e391,0,0,0.0,0,0,0,63,0,0,0,0.0,1436,solo-fpp,96,92,1513,0,0.0,0,0.0,0,0,317.7,2,0,0.3895
3498181,1afce679f1f00c,9fed755faf17b6,2eb5e27ef80604,0,0,53.82,0,0,0,95,0,0,0,0.0,1263,duo-fpp,49,48,1481,0,0.0,0,0.0,0,0,18.06,1,0,0.0208
2519178,e6d511e519a0c9,87a506306cd1e8,a557b2f5c69d14,1,0,46.44,0,0,0,55,0,0,0,0.0,1396,squad-fpp,26,24,1531,0,0.0,0,0.0,0,0,1562.0,4,0,0.56
4410340,f5be2096b20c88,1f4ac535cbb5a5,1470aa0458ab78,0,0,100.0,1,0,0,92,0,0,0,0.0,1840,squad-fpp,29,27,1711,0,0.0,0,0.0,0,0,25.62,1,0,0.0357
1711486,d58f0e90c0fb16,0ecda0c4d7944a,75dff5db9178d9,0,1,180.6,0,0,0,48,0,1,1,2.894,1360,squad-fpp,29,29,1512,0,0.0,0,0.0,0,0,211.3,2,0,0.2143
2706677,ce969fffd5f3fd,2d3eafb1f48ccc,d5797ba35b42c2,0,0,142.6,0,0,0,32,1462,1,1,11.19,1949,solo-fpp,94,92,-1,0,695.0,0,0.0,0,0,1642.0,6,1468,0.5376
2215056,8b6e131c1f5ef6,fe4713eb0f2a93,fc36c8c8f08a01,0,0,72.03,0,0,0,76,1525,0,0,0.0,1284,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,516.2,2,1485,0.2069
4116525,af204b5e8a9e89,af72bf8a84d967,5772757c949423,0,0,78.69,0,0,0,72,1000,0,0,0.0,1338,duo-fpp,50,49,-1,1,0.0,0,0.0,0,0,263.6,3,1500,0.3469
4033239,ef2770f5b222b3,b69dfc27d9b9d9,3255f1fbb79ee3,1,0,80.66,0,0,0,83,1231,0,0,0.0,1772,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,359.6,2,1550,0.1071
1110469,ddcba4ac2d2e29,3c5decc3a565e2,270771e42b7fc7,0,0,304.1,2,1,0,16,0,2,1,196.2,1283,squad-fpp,32,31,1506,0,566.8,0,91.85,0,0,3315.0,4,0,0.9032
3297559,c6809cf121dce0,2510dfc3e1e28d,f835c4b27d1bf0,0,0,76.05,0,0,0,83,0,0,0,0.0,1896,squad,30,29,1523,0,0.0,0,0.0,0,0,141.7,2,0,0.1034
1808792,d99e052dc8ec18,e1d5192a569553,b8ab417006cbdb,1,2,149.6,0,0,1,25,1297,1,1,12.97,1289,solo-fpp,97,96,-1,0,0.0,0,64.69,0,0,3100.0,3,1627,0.9167
2083190,68ece1291d65cc,fb5048eb0447d1,0b54377303a76c,0,0,0.0,0,0,0,65,0,0,0,0.0,1961,duo,49,47,1500,0,0.0,0,0.0,0,0,547.2,1,0,0.375
260816,ee4b2c5ac958d3,3b60e952ee1fa3,9b7ed93f229349,0,3,40.84,0,0,0,72,1334,0,0,0.0,1426,duo-fpp,49,46,-1,0,0.0,0,0.0,0,0,265.4,2,1537,0.3333
507446,4ccafcfa4a6345,d1cd902e5a6c3a,f8e9efb69b8659,0,0,226.2,1,0,0,18,1769,2,2,5.866,1470,squad-fpp,30,26,-1,0,0.0,0,0.0,0,0,595.2,3,1563,0.4138
1531175,088decf97b9786,684ffb9a3ae1ca,e65e89709875ca,0,1,0.0,0,0,1,57,0,0,0,0.0,1914,solo-fpp,97,92,1728,0,6535.0,0,0.0,0,0,587.9,3,0,0.5521
3812064,3fc3ca16a32d5b,69310b0e9236af,f4cc107b743715,1,3,264.8,2,1,3,15,1193,2,1,38.9,1373,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,1685.0,6,1481,0.8333
1330098,813797fc2029de,2c3d30bc98f28d,3a5864de016dd7,0,0,240.0,1,1,0,21,0,2,1,7.512,1911,duo-fpp,49,49,1505,0,0.0,0,0.0,0,0,74.78,2,0,0.1458
76338,1650fdfb0003f5,4289b15a91f156,4e775e1a6ec495,0,0,21.54,1,0,1,57,0,0,0,0.0,1858,duo-fpp,50,45,1521,0,3238.0,0,0.0,0,0,1267.0,4,0,0.5918
696480,36a7ff67595e52,e28a760001b85d,1a48b40ae7f3d6,0,0,26.46,0,0,0,84,1062,0,0,0.0,1387,squad-fpp,28,27,-1,0,0.0,0,0.0,0,0,224.9,4,1510,0.0741
1941974,f7f99fff83ca38,ff59587467223e,27adbd669828a7,0,1,67.08,0,0,1,63,0,0,0,0.0,1293,duo-fpp,44,42,1484,0,0.0,0,0.0,0,0,114.9,3,0,0.2791
3660253,35ce06a60a7317,ef30372eef0775,587e77c432a1b2,3,4,766.2,6,3,1,6,0,5,2,459.8,1515,squad,26,24,1547,0,0.0,0,0.0,0,0,2859.0,9,0,1.0
4283854,65967562439be7,68130d3c243f17,dc311c9820a4d8,0,0,21.29,0,0,0,85,1457,0,0,0.0,1840,duo-fpp,49,45,-1,0,0.0,0,0.0,0,0,275.1,2,1419,0.125
4055885,bdf9ff61b85599,c6115889580578,6d8a43e00105fa,0,0,0.0,0,0,0,96,0,0,0,0.0,1235,squad-fpp,26,26,1385,0,0.0,0,0.0,0,0,0.28,0,0,0.0
1710318,055a2057af6e6d,ebfe30246de37c,705821200b0b58,1,2,97.11,0,0,8,44,1125,0,0,0.0,1227,squad-fpp,27,25,-1,0,942.9,0,0.0,0,0,2724.0,4,1493,0.8077
554785,624ed3729efd5f,88da9f59aa8c07,7a761fb0ebf1b1,0,1,100.0,0,0,1,14,0,2,1,23.74,1891,squad-fpp,28,26,1580,0,8324.0,0,0.0,0,0,2679.0,3,0,0.7037
3710132,24fdd3e8c31b2a,263449d07e3e38,c1d3a039a1ee37,0,2,376.1,0,0,0,13,0,2,1,30.11,1969,solo-fpp,92,90,1473,0,415.7,0,0.0,0,0,2734.0,6,0,0.8681
2052861,aa5da5a0082451,cc07f1051e7d0b,2cbabcaa33a517,0,0,0.0,0,0,0,49,0,0,0,0.0,1380,squad-fpp,24,23,1494,2,0.0,0,0.0,0,0,317.9,3,0,0.5217
2013182,0f61f064a68ef1,fdc65eddfbfe49,e597c70265549c,1,0,66.22,0,0,0,84,1396,0,0,0.0,1417,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,13.89,1,1531,0.1111
2101324,d63182ce2f7982,8034d610f8ff3a,56119474436a99,0,0,191.8,0,0,0,59,1528,0,0,0.0,1369,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,1108.0,3,1568,0.4074
3592570,81c6ff5accabfe,3d8b1a8bc95087,a2f27288c41070,0,1,24.2,1,0,1,48,1278,0,0,0.0,1350,squad-fpp,28,28,-1,2,0.0,0,0.0,0,0,1585.0,5,1490,0.6667
3796236,0f805260d2b4fc,257df6941b9dc3,92e19c9c84987f,1,4,470.2,2,1,8,7,0,4,1,56.37,1842,duo-fpp,45,45,1565,0,0.0,0,0.0,0,0,1927.0,9,0,0.6364
2875553,9fa2e91a769638,cf1a85135be9e5,9114e53478f552,0,1,0.0,0,0,1,56,1054,0,0,0.0,1418,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,875.0,5,1501,0.5517
380319,33ad847dc3defa,23a04ac6c9cc75,6a1c4b0a5a559f,0,1,182.3,1,0,2,35,0,1,1,96.55,1295,duo-fpp,49,47,1500,2,0.0,0,0.0,0,0,289.0,1,0,0.4375
2378562,9791a0dc51545c,29cd6bbadd69fa,eb249961ab3f98,0,0,0.0,0,0,0,89,0,0,0,0.0,1425,squad,28,28,1497,0,0.0,0,0.0,0,0,20.52,1,0,0.0741
70783,c92444b13a9eea,e39bc2f24ef3f4,9b92de961cffd4,0,0,88.24,0,0,1,82,0,0,0,0.0,1264,squad-fpp,26,26,1467,0,0.0,0,0.0,0,0,49.96,1,0,0.16
2852931,425a1e808774da,81a0e674fffe89,2206f163e28eeb,0,2,0.0,0,0,2,45,1304,0,0,0.0,1349,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,3156.0,5,1497,0.931
914597,7f18a6e02fad5e,3e601a12ab5e9f,1c66e7f81ea5d6,0,2,33.17,0,0,0,54,1659,0,0,0.0,1284,squad-fpp,28,28,-1,0,2453.0,0,0.0,0,0,1453.0,5,1527,0.5926
1333421,b5d536b82759e9,0350f2559d3637,4a2785f54eb3b7,0,0,25.69,0,0,0,46,1165,0,0,0.0,1371,duo-fpp,48,46,-1,0,0.0,0,0.0,0,0,1096.0,2,1462,0.6383
3722324,f06dc567a53689,ffea0be6427127,d28f05e5713be9,0,0,0.0,0,0,0,89,399,0,0,0.0,1445,duo,50,46,-1,0,0.0,0,0.0,0,0,0.0,0,978,0.0
4063443,73d7139328dbd2,fd5d330c2df67e,c942418255fbfd,0,0,0.0,0,0,0,69,1092,0,0,0.0,1869,squad-fpp,26,26,-1,0,0.0,0,0.0,0,0,219.1,5,1485,0.36
3767621,4fd65860cf42d7,1470b24f0edab1,590f1033dcf433,1,5,500.5,5,1,7,7,0,4,2,47.73,1772,squad-fpp,28,28,1483,3,5649.0,2,0.0,0,0,1797.0,4,0,0.7778
2820052,f82439edd6f639,11f983ab3d1f7c,a01b7d11277f62,0,0,0.0,0,0,0,68,1467,0,0,0.0,1344,squad-fpp,27,26,-1,0,181.4,0,0.0,0,0,277.3,3,1509,0.2692
367854,15070cf8d9ae5a,9d8b959f8b98f0,23b671d0203cec,0,3,474.3,4,2,4,4,0,5,2,24.44,1797,squad-fpp,27,25,1538,0,815.7,0,0.0,0,0,1747.0,8,0,0.5385
317973,83a7f43b9859da,6a14de15a84ad8,b5ac3e4fcc91b0,0,0,43.12,0,0,0,60,0,0,0,0.0,1527,duo-fpp,47,45,1500,0,0.0,0,0.0,0,0,566.4,4,0,0.4348
3979743,ac6e29ff6f0885,b27c37334e6a13,dbaf50c6fff0f6,0,0,178.0,0,0,0,39,1320,1,1,14.76,1499,solo-fpp,94,90,-1,0,0.0,0,0.0,0,0,52.42,1,1424,0.1183
3357592,cf3a5108b17dc8,23f85162f4f206,9c8673481688d2,0,0,0.0,0,0,0,86,0,0,0,0.0,1833,squad-fpp,29,28,1369,0,0.0,0,0.0,0,0,317.4,2,0,0.1429
93024,fc97afa3e06295,12ded163397192,5b5b27c21584ae,0,0,87.44,0,0,0,54,1167,0,0,0.0,1372,duo-fpp,49,47,-1,0,0.0,0,0.0,0,0,1180.0,4,1496,0.5833
