User_ID,K_Shell,Out_Degree,Reposts,Replies,Mentions,Favorites,Interest_Topic,Bio_Content,Profile_Likes,User_Games,Verified_Status,Posts_on_Topic,Bonus,Unique_Pageviews,Scroll_Depth_Percent,Timestamp,Impressions,Engagement_Per_Impression
User_163,3.534118843043579,35,85,14,2,191,0.414825655521352,1,457,19,0,96,0.2492037705912873,379,38.05998821245198,2023-01-07 18:00:00,638,0.3660392124863907
User_164,3.143098736299034,18,13,40,17,9,0.3872744114248413,0,34,9,0,23,0.34186560176235037,30,67.40399613334691,2023-01-07 19:00:00,682,0.9505052047078132
User_165,1.3611590802176332,17,70,22,15,167,0.6596902729304743,0,23,16,0,72,0.16826044433800413,161,10.841045813761978,2023-01-07 20:00:00,787,0.988904014510143
User_166,4.341209982356952,24,85,39,22,127,0.4420334209311235,1,27,19,0,12,0.5816513326730067,111,12.967924931433407,2023-01-07 21:00:00,301,0.5260914129103242
User_167,2.2831202598869433,3,4,10,18,151,0.648233468807846,1,483,18,0,1,0.9754505241349513,396,86.66991842233449,2023-01-07 22:00:00,347,0.8222065709333443
User_168,1.746074041599417,32,54,47,18,98,0.061446290130787506,1,463,9,1,70,0.7614588334361586,497,71.56223755228646,2023-01-07 23:00:00,217,0.7630172882824289
User_169,1.1631005662190557,35,1,31,17,171,0.8137233437222274,0,487,16,1,20,0.4233867490674619,104,33.88327598083096,2023-01-08 00:00:00,108,0.3675859385608423
User_170,3.3635717727529673,38,61,35,19,111,0.9405039528794026,0,15,13,1,18,0.004504480980288661,455,71.91665561068382,2023-01-08 01:00:00,697,0.15270643946843052
User_171,3.7102574473691297,13,90,32,15,59,0.648765386159386,1,58,10,0,88,0.3132760111381787,370,81.3211002225337,2023-01-08 02:00:00,122,0.22830063142144602
User_172,1.0663513157114246,47,20,23,7,189,0.9545659288588108,0,464,14,0,46,0.5267592876922153,238,37.61148547990911,2023-01-08 03:00:00,339,0.8544647053006871
User_173,3.048372233197124,25,78,38,27,86,0.1514323143699633,1,242,12,0,21,0.3242508738519706,134,13.24336397492687,2023-01-08 04:00:00,684,0.7580924379966529
User_174,1.9059831007917518,9,20,33,0,144,0.4774161894803537,1,437,19,1,74,0.11103492302385953,267,93.95012122189611,2023-01-08 05:00:00,126,0.6979013600160501
User_175,3.5806911616377994,4,9,27,16,64,0.6018067339454473,1,206,7,0,32,0.44276495686189454,331,41.06618544660674,2023-01-08 06:00:00,960,0.21758394852698348
User_176,1.6974657160199658,14,86,36,11,56,0.5817366474211867,0,399,15,0,31,0.2532528169657162,496,19.583358695623573,2023-01-08 07:00:00,180,0.6759376187054722
User_177,3.763750952409864,37,57,6,29,182,0.40146177908904324,1,270,16,1,63,0.9092323764615015,378,54.267118425383266,2023-01-08 08:00:00,695,0.7949370983438039
User_178,2.5469413852021496,34,38,3,20,105,0.3380844093662614,1,248,8,1,84,0.10175452850101574,435,79.16210160977204,2023-01-08 09:00:00,298,0.8745415748742615
User_179,4.746919954946938,11,4,36,10,180,0.1268240225504188,1,481,10,0,38,0.04915262872471038,245,29.948258315580325,2023-01-08 10:00:00,654,0.1119081512742564
User_180,1.550083776583973,41,64,0,4,183,0.3917424505622782,0,266,4,0,83,0.005314169154862047,171,34.2541045120027,2023-01-08 11:00:00,874,0.7160275916906299
User_181,2.364265404201034,3,12,0,26,8,0.16266081510548513,0,192,19,0,71,0.32806968448565776,51,31.844348811872486,2023-01-08 12:00:00,191,0.11718789004288399
User_182,1.4538940849623563,28,84,46,11,21,0.7343656764922184,0,334,19,0,41,0.6603868382008886,285,99.25057475485103,2023-01-08 13:00:00,950,0.7361855609890947
User_183,4.698774473114251,29,89,19,16,140,0.20883093549458998,1,217,15,1,8,0.7304137528817927,362,27.76633603574883,2023-01-08 14:00:00,183,0.6720592282588044
User_184,4.509357413523924,9,84,18,5,88,0.05856530528453385,0,114,14,0,24,0.4532616833817231,77,61.79681952695116,2023-01-08 15:00:00,399,0.23351307662707527
User_185,2.0317665108606224,3,52,28,0,175,0.5523661378172343,1,67,1,0,88,0.6843286504552667,182,93.27381774912679,2023-01-08 16:00:00,395,0.7895095762106172
User_186,3.639936184136716,25,81,9,4,17,0.5952297327194016,0,298,16,1,96,0.35991403621536344,340,23.220691199000132,2023-01-08 17:00:00,746,0.16151285637072205
User_187,4.268888800804863,34,44,17,24,114,0.8719130612805055,1,324,10,0,1,0.6678062199866169,134,97.37687780809301,2023-01-08 18:00:00,553,0.8437588963701701
User_188,3.2208032463978493,12,31,27,27,167,0.5769816124176819,0,482,19,0,18,0.040595985302373405,179,95.27295109560622,2023-01-08 19:00:00,380,0.3357363203634061
User_189,3.118602313424026,42,35,34,13,144,0.3454808537234457,1,396,3,1,19,0.39075298456700414,56,89.61147883524363,2023-01-08 20:00:00,158,0.7199666760705985
User_190,1.9674091636018067,9,80,42,4,142,0.8030118815263205,0,393,5,1,92,0.7908496776331791,270,29.310086919700204,2023-01-08 21:00:00,970,0.9313204069196832
User_191,1.3724110712235968,15,98,46,21,105,0.5402788931874211,0,74,9,0,69,0.8030060304590013,226,67.06495504098851,2023-01-08 22:00:00,441,0.4058443222061041
User_192,4.5888630318133075,40,59,30,23,14,0.07928028463119174,0,465,18,1,16,0.7161487788756946,314,78.48023256651162,2023-01-08 23:00:00,852,0.5526046701463773
User_193,4.601672228653322,25,10,26,26,62,0.5658505603132467,1,481,11,1,88,0.20423862056986442,133,98.74251353767868,2023-01-09 00:00:00,564,0.5168062305554053
User_194,3.5324058290930718,5,62,10,0,166,0.9080185454216624,0,102,16,0,67,0.24720511893063324,302,26.238143987323337,2023-01-09 01:00:00,979,0.2418502141565813
User_195,2.3561191641948027,11,20,48,29,12,0.39631262549822055,0,296,2,1,93,0.9960887272645123,171,78.94233095673668,2023-01-09 02:00:00,441,0.6312808094416855
User_196,2.3968382984506436,34,51,48,17,80,0.29632580189980007,0,489,12,0,83,0.10337800720195989,210,40.49210529344016,2023-01-09 03:00:00,709,0.7687017266688532
User_197,3.9038227154809575,24,54,37,15,31,0.14346945701802005,0,177,6,0,2,0.18066269890240938,463,25.80638190112021,2023-01-09 04:00:00,161,0.9251873460314373
User_198,4.588441039810308,15,25,4,8,136,0.15144552193535732,1,214,11,0,86,0.1300262556501326,411,47.92392470924695,2023-01-09 05:00:00,875,0.8657223414845615
User_199,4.548345697060469,38,67,7,18,39,0.4327714843418189,0,454,8,0,50,0.3276549636836156,471,81.44523209337548,2023-01-09 06:00:00,724,0.5590174417552285
User_200,4.1195021834304955,8,33,33,21,147,0.5956798241615295,1,314,12,1,81,0.21017583523392336,284,51.83648233336469,2023-01-09 07:00:00,528,0.7471154390607413
User_201,3.568126584617151,5,51,47,4,81,0.08061540516960175,1,38,2,0,25,0.4976879595477721,215,58.377079018274365,2023-01-09 08:00:00,757,0.8207050720365036
User_202,1.3365598599801953,48,81,11,26,76,0.9395685890251657,1,258,9,0,55,0.4760207068801199,49,99.56434691801091,2023-01-09 09:00:00,827,0.544139842364514
User_203,1.646514856378455,26,98,37,1,190,0.7551336174451959,1,203,15,0,99,0.9015056194513031,282,45.91983696016834,2023-01-09 10:00:00,355,0.20388480463384095
User_204,4.5942167541083165,18,92,0,29,75,0.5866239182836627,0,6,2,0,63,0.03473994744478148,197,65.38606792383158,2023-01-09 11:00:00,927,0.49413768746263376
User_205,3.4257162386383597,6,51,30,14,171,0.8284386709389908,1,48,1,1,7,0.31987957666776334,364,42.871978145383466,2023-01-09 12:00:00,927,0.8582302343814083
User_206,1.0367882064665186,37,28,3,6,37,0.08018675681211329,1,25,10,1,80,0.5966578919970902,102,45.35070816958344,2023-01-09 13:00:00,973,0.6369772648543615
User_207,1.4058861714641284,48,37,48,3,187,0.4768388777331244,1,160,2,1,94,0.6048017618439638,51,72.60766781008672,2023-01-09 14:00:00,869,0.7520125393084051
User_208,3.6540070764322232,13,41,44,0,70,0.6300931268616634,1,356,12,0,36,0.4801262290142092,474,94.4098278485395,2023-01-09 15:00:00,805,0.2667412199373288
User_209,1.0202463353848747,28,20,49,12,47,0.8286529061182892,0,175,8,1,96,0.8156655408146337,388,58.81230554430893,2023-01-09 16:00:00,446,0.9679039913899051
User_210,1.6432322056699946,5,41,4,19,17,0.7834695600492677,0,78,5,1,26,0.0627221714144588,116,79.15599360539018,2023-01-09 17:00:00,625,0.4636724765439785
User_211,3.1949351574663445,13,12,29,21,143,0.27706924971339963,1,1,1,0,44,0.8154877655801359,337,18.028590293526744,2023-01-09 18:00:00,403,0.688271970445956
User_212,3.767580790770773,17,63,23,6,182,0.9408801695592043,1,488,15,1,3,0.4947542404357036,74,29.004223368873426,2023-01-09 19:00:00,714,0.11698502913154474
User_213,3.607845038010402,40,16,2,14,38,0.12434584143087035,1,382,6,0,85,0.13376069507700217,374,55.19184768275792,2023-01-09 20:00:00,344,0.2145873360297622
User_214,1.8970772378422391,45,8,10,22,195,0.8751336186211521,0,454,12,1,89,0.8857019135404777,318,11.80105512658973,2023-01-09 21:00:00,856,0.803830842896427
User_215,3.8487168853901434,32,40,44,13,186,0.9709402496046186,0,415,8,1,95,0.6492287795409635,493,32.756948088630296,2023-01-09 22:00:00,923,0.9711725009682292
User_216,1.9489963499872003,29,0,3,22,88,0.17715352322262556,0,131,13,1,87,0.16354568682413928,144,56.56611608424695,2023-01-09 23:00:00,879,0.38804981954993045
User_217,2.301598792637071,3,1,25,18,61,0.7220660642037853,0,275,19,1,98,0.03364972339902661,398,11.346507843067064,2023-01-10 00:00:00,835,0.13346266144713836
User_218,3.9859656204720966,40,59,26,21,140,0.040285518777998464,0,497,1,0,36,0.14110964833264927,33,33.80916576034375,2023-01-10 01:00:00,831,0.42477994178212375
User_219,3.5985315961888587,34,47,45,28,108,0.40542282513915495,1,116,11,0,95,0.6087979601803936,37,56.26277375282825,2023-01-10 02:00:00,922,0.11572131725110237
User_220,4.396893641976712,40,28,42,23,80,0.516283299197674,0,163,1,1,70,0.17929623526004845,71,61.58343231831211,2023-01-10 03:00:00,511,0.2731357830362222
User_221,3.6304515692013735,27,96,26,19,133,0.5806452259096341,0,287,8,0,32,0.2257630748750281,282,93.3176523749775,2023-01-10 04:00:00,977,0.7772248135483646
User_222,3.2732344133418865,13,9,41,28,76,0.9359372482485595,1,27,5,1,30,0.02513972575631418,238,68.0811060925547,2023-01-10 05:00:00,316,0.9433795582958465
User_223,1.37469907131237,45,57,49,23,187,0.6722506872941947,0,332,17,1,54,0.7229306722386036,29,47.32622222769944,2023-01-10 06:00:00,615,0.178704175931998
User_224,2.470863212237734,33,59,5,17,89,0.481277951219237,0,0,8,1,11,0.8103643997594371,12,93.7316059419761,2023-01-10 07:00:00,573,0.6021107009294583
User_225,2.060809470726902,6,20,14,9,13,0.8096750362658893,0,187,10,1,10,0.7968481767721232,430,80.63946850490149,2023-01-10 08:00:00,135,0.32849276151162876
User_226,1.9759585735163343,24,27,29,8,94,0.9505328209544089,1,55,2,1,87,0.12756815136428423,227,28.000802900147285,2023-01-10 09:00:00,277,0.2251532132145366
User_227,4.892042219009783,19,74,41,24,53,0.022066148682290843,0,34,9,1,71,0.9033011273887593,408,21.77581252139378,2023-01-10 10:00:00,486,0.2970822069024018
User_228,2.5723908986670416,16,33,36,7,131,0.9825212722560387,1,111,3,0,31,0.67227882947408,316,70.82304721684596,2023-01-10 11:00:00,868,0.6199867607479367
User_229,4.568186220708453,40,7,36,25,38,0.08613213906368034,1,285,18,0,56,0.8975286223768645,441,60.38948490192854,2023-01-10 12:00:00,116,0.15862105129956494
User_230,3.5245545039890516,28,58,41,29,71,0.8143867792687614,0,309,7,1,37,0.4471605045306636,145,81.07062524134801,2023-01-10 13:00:00,810,0.49079673655157574
User_231,4.179245214166594,33,85,36,28,24,0.2803347525514125,0,35,15,0,59,0.43695486108369774,406,76.49245450708179,2023-01-10 14:00:00,929,0.2217050658596475
User_232,3.0105483724207684,48,71,34,9,76,0.13217965775387175,0,438,18,1,85,0.7845365186848953,441,66.26903804717635,2023-01-10 15:00:00,147,0.34540934715503335
User_233,3.3076155385054364,41,48,22,16,159,0.4398556397138349,0,216,3,0,97,0.09329785547674352,12,98.7743954466003,2023-01-10 16:00:00,161,0.27167889676893753
User_234,2.9700707752754556,13,78,5,1,186,0.6439565794476135,1,79,14,0,18,0.5208740366348857,202,58.023075709936776,2023-01-10 17:00:00,168,0.8946779498478075
User_235,1.780971951192178,43,16,3,5,190,0.380951845023475,0,313,2,0,83,0.8363842356312257,82,20.179518085154783,2023-01-10 18:00:00,758,0.7372101977841605
User_236,3.8898084610460213,45,59,17,25,165,0.05456540828269896,1,82,14,1,55,0.8301925630695713,424,84.54462083343896,2023-01-10 19:00:00,970,0.8816163210527235
User_237,2.123089449763423,25,86,8,4,119,0.5994611396587166,1,64,11,0,13,0.956132856342369,370,32.66680261111381,2023-01-10 20:00:00,465,0.44511655109292325
User_238,1.0972638657258154,42,87,48,27,52,0.9024032761106747,1,324,16,1,32,0.6982725935305465,127,79.95719333295264,2023-01-10 21:00:00,261,0.3820720283683031
User_239,3.5818891836286713,36,44,28,29,194,0.3832153659472517,1,127,8,1,9,0.20777062943972835,163,96.13963864000462,2023-01-10 22:00:00,838,0.44252847540799034
User_240,1.7084427176281958,27,82,12,8,155,0.21633277763082703,1,306,7,1,79,0.02028031489458082,218,72.71159625679071,2023-01-10 23:00:00,587,0.11669337615196673
User_241,4.761834337411657,38,68,46,4,130,0.4425773459328154,0,21,11,0,63,0.47941579862710193,449,63.6427144854821,2023-01-11 00:00:00,530,0.7522338476337024
User_242,4.8157143080103495,7,31,16,17,149,0.04836271104878087,1,215,3,0,63,0.5137038656225555,43,51.43475581075365,2023-01-11 01:00:00,958,0.4147952112055705
User_243,4.659457560881794,5,43,44,25,95,0.8204875844802748,1,106,17,0,61,0.24026258449893145,146,42.79688793958629,2023-01-11 02:00:00,588,0.3819914232191125
User_244,2.4806348010217776,43,64,31,19,165,0.8263408109501867,0,108,14,1,67,0.1246974471236032,327,41.770427587465264,2023-01-11 03:00:00,329,0.6383269588334796
User_245,1.0618264661154697,45,86,47,8,199,0.5880004634296284,0,371,6,1,90,0.586208166190509,129,67.27354351386316,2023-01-11 04:00:00,469,0.4926249205388348
User_246,4.713274250350901,31,7,21,16,71,0.3531028889383895,1,356,8,0,91,0.7642556740241413,124,77.61458052439713,2023-01-11 05:00:00,277,0.9827590314015087
User_247,2.7127365932692573,23,76,3,26,61,0.7997833644457834,1,180,5,1,42,0.9931541035901605,22,71.06653625359729,2023-01-11 06:00:00,956,0.4206277386089212
User_248,4.866619276174678,42,71,4,16,184,0.5546870247883672,0,355,8,0,79,0.7583026172105185,78,27.856909107420645,2023-01-11 07:00:00,509,0.652506257987122
User_249,4.854479908357011,10,86,36,11,5,0.8259323085500162,1,163,2,0,58,0.793632414255581,434,54.45884621291421,2023-01-11 08:00:00,667,0.3804859905486866
User_250,4.41203782186944,32,42,40,6,31,0.6314587925830206,0,67,15,0,51,0.6164608782287975,342,81.24760649647567,2023-01-11 09:00:00,689,0.9915354821895911
User_251,2.1777955682783428,43,0,48,26,98,0.7844054732127973,0,291,12,0,96,0.9859226589700177,266,52.81336703701506,2023-01-11 10:00:00,369,0.5005999312481153
User_252,2.540390914407701,30,50,12,2,137,0.59856299321776,1,179,17,1,18,0.6399563851145704,98,58.29609517619445,2023-01-11 11:00:00,305,0.6707159297801226
User_253,4.404546686067428,39,23,33,9,130,0.4141410682156662,0,180,1,0,20,0.8602532863997043,56,79.402244335374,2023-01-11 12:00:00,892,0.21404950385740934
User_254,2.2676880206251107,31,98,44,1,186,0.9579458599261376,1,465,15,0,21,0.9457846462409557,269,69.51387756385824,2023-01-11 13:00:00,839,0.7597217933772923
User_255,1.67797098674437,18,23,21,24,75,0.5411138248788447,1,433,14,0,8,0.929858500500561,237,46.84104287941533,2023-01-11 14:00:00,999,0.3422890520880598
User_256,3.2272050498334006,36,16,22,2,176,0.6050895185405384,1,463,16,0,8,0.3814153437833565,456,90.58714400747971,2023-01-11 15:00:00,850,0.5037519275467047
User_257,4.744619096643124,2,4,2,15,58,0.22048763941474925,0,168,9,0,72,0.07866205831425865,189,24.63103617971307,2023-01-11 16:00:00,899,0.8948197560947121
User_258,3.784119186699892,14,19,41,1,30,0.6256507894272765,1,401,1,0,26,0.17187370253924683,19,99.59648037312922,2023-01-11 17:00:00,181,0.9734972633965913
User_259,3.28024468035746,13,20,33,27,92,0.5716076494829438,0,21,17,0,16,0.05922330539660747,293,20.69673206286135,2023-01-11 18:00:00,945,0.48211489165632126
User_260,1.3887059750830741,29,57,31,23,68,0.18483839794702495,1,65,13,1,43,0.10539693482914003,386,11.3454973993815,2023-01-11 19:00:00,861,0.8513224011590499
User_261,3.460028906796679,12,30,44,9,189,0.059587097353143714,1,20,5,1,44,0.18465124589369764,135,90.10170110338882,2023-01-11 20:00:00,292,0.14801409509487468
User_262,4.960215400417053,39,99,48,5,51,0.6043593197147711,0,99,10,1,7,0.34109431658740175,143,32.04581575293605,2023-01-11 21:00:00,717,0.8628166268112363
User_263,1.5603360609460961,2,10,20,21,88,0.7636922693503205,1,383,6,1,79,0.5435396465750758,164,75.67296647020488,2023-01-11 22:00:00,288,0.6665592899373847
User_264,3.073318609454947,32,51,45,25,126,0.5234013709220082,1,299,19,0,17,0.711682059355086,257,82.99138374388625,2023-01-11 23:00:00,375,0.5398355515524418
User_265,4.509492287711822,13,14,43,10,168,0.2267726253196457,0,102,13,1,32,0.21092733610651193,149,87.30877519289051,2023-01-12 00:00:00,173,0.900967334623523
User_266,3.9630744710168178,46,82,20,22,30,0.6665219766930349,0,46,1,1,0,0.6725224042381394,327,99.243481209775,2023-01-12 01:00:00,109,0.8608035002557725
User_267,3.788062963981072,27,6,43,6,83,0.08010572660960225,0,38,15,1,75,0.7042590745024196,445,36.463573903599915,2023-01-12 02:00:00,734,0.36725058635821484
User_268,3.809936335948437,49,27,10,26,126,0.4418337048019546,1,284,14,0,5,0.5586223368661895,185,73.92190077345333,2023-01-12 03:00:00,315,0.8123395441102818
User_269,2.4379646048790207,41,50,38,28,149,0.1633667583984202,0,309,8,1,40,0.9036178697987106,332,20.38598724527454,2023-01-12 04:00:00,389,0.18954184029613536
User_270,2.1743673770579734,17,57,3,14,131,0.18445905105988336,0,89,10,1,54,0.11099481392181065,183,46.61283622211645,2023-01-12 05:00:00,544,0.8404875419206331
User_271,4.2374446219140545,40,4,0,5,12,0.20229394915820365,1,84,9,0,4,0.17712145760241949,490,86.31745239813313,2023-01-12 06:00:00,651,0.7079100562209254
User_272,4.240453578716723,31,4,27,19,44,0.3867070570439779,0,272,17,1,58,0.42866482438948483,83,43.089224145319754,2023-01-12 07:00:00,292,0.17907969783874847
User_273,4.468289274320415,34,93,23,26,126,0.051150205620397626,1,335,9,0,79,0.12671273523423887,360,63.198584248205265,2023-01-12 08:00:00,738,0.7147721561267218
User_274,4.652962210225885,24,95,34,8,169,0.3977934409290982,1,187,3,1,17,0.5662961437240874,152,55.33960993521706,2023-01-12 09:00:00,388,0.6224673490087331
User_275,3.045369595443751,45,7,12,21,113,0.5117074471147008,0,158,11,0,48,0.3984004666094244,464,68.13563780008406,2023-01-12 10:00:00,682,0.6350950910305403
User_276,3.0060651787487984,35,63,46,19,176,0.4832942849663252,1,242,12,1,81,0.28459579453591843,301,97.56049504489255,2023-01-12 11:00:00,748,0.3617775416167287
User_277,4.193180715867101,48,9,33,11,19,0.38278410040304056,0,72,10,1,64,0.16998981301763727,407,15.01619738512619,2023-01-12 12:00:00,243,0.33984748001156073
User_278,3.5998557231110606,6,37,10,18,80,0.8391466080707525,0,478,17,1,82,0.3353382383482103,121,61.656536575146674,2023-01-12 13:00:00,488,0.786281600848618
User_279,3.8078675090308134,19,95,35,19,181,0.1453266924205041,0,461,17,0,53,0.607959350832342,215,87.67259013252563,2023-01-12 14:00:00,965,0.33113213291551524
User_280,4.183170677744404,30,91,16,2,163,0.505696743781374,0,48,11,1,60,0.5757852108894116,140,53.32444405735848,2023-01-12 15:00:00,991,0.5016360266289088
User_281,4.560021367270265,7,80,34,14,128,0.062041416956554296,1,100,4,0,7,0.16362400021023382,378,17.06744673474155,2023-01-12 16:00:00,506,0.7253100987389063
User_282,2.351980627406143,10,94,17,1,142,0.07115567887790974,1,1,7,0,2,0.12491981074063341,119,60.44854171750938,2023-01-12 17:00:00,910,0.17165462619469402
User_283,2.502331810559776,41,7,39,29,16,0.5738658496770963,0,243,14,0,24,0.02667676260887253,379,39.88665017414384,2023-01-12 18:00:00,469,0.6350935443504915
User_284,1.375927759363476,32,24,21,20,151,0.566018424887821,0,175,7,0,68,0.012425593793932266,76,23.94476068041423,2023-01-12 19:00:00,956,0.6304387353833055
User_285,3.313120563984696,34,72,23,1,57,0.878033512844457,1,237,8,1,54,0.8798104357196852,391,86.41310619551257,2023-01-12 20:00:00,540,0.715805839799223
User_286,1.1437690951869683,28,65,18,21,71,0.5578736756600732,0,397,1,1,39,0.04508885600538992,95,56.943956169200945,2023-01-12 21:00:00,880,0.43293528577509277
User_287,2.8623920725298406,15,78,36,2,108,0.9597910204048502,1,58,4,1,82,0.7312211098732463,284,93.994877114116,2023-01-12 22:00:00,995,0.5040817966574558
User_288,3.1705785388303065,30,49,38,5,22,0.04869484839992977,0,352,12,0,81,0.871985096244957,236,82.54148541427621,2023-01-12 23:00:00,750,0.39697238255022427
User_289,2.1461650085131376,37,66,20,14,173,0.09800768478074107,1,98,3,1,49,0.09805784856245758,469,72.36746143963006,2023-01-13 00:00:00,663,0.8273514224698982
User_290,3.363333042276043,29,48,7,26,71,0.04406586157038139,1,441,13,0,94,0.4363014238330176,447,10.452295302878074,2023-01-13 01:00:00,628,0.21754968403251923
User_291,1.1220009997561977,22,35,27,9,7,0.18527685033354002,1,358,6,0,32,0.9623029831742766,334,48.5041110974425,2023-01-13 02:00:00,776,0.9666585582177969
User_292,1.1493927549968577,4,67,4,8,58,0.5412701109416781,0,441,11,0,17,0.8341386605235851,19,27.773765348682907,2023-01-13 03:00:00,112,0.6713525403812957
User_293,4.290402242638633,20,77,16,0,110,0.645572181427428,0,494,4,1,56,0.48970403185785505,498,91.9718119943981,2023-01-13 04:00:00,801,0.8982160519529583
User_294,2.4407625656450516,32,40,36,15,186,0.0455851579486688,0,434,16,1,15,0.7625711127915529,426,25.712558620872425,2023-01-13 05:00:00,439,0.48360831243828784
User_295,1.5082420506075391,36,88,35,5,12,0.9459708898455993,0,467,7,0,79,0.8333776244316639,406,35.7454046493357,2023-01-13 06:00:00,964,0.399051163352797
User_296,3.0889730402192175,4,61,18,8,166,0.842165376650381,0,1,11,1,37,0.3480269631887193,393,56.51530909610492,2023-01-13 07:00:00,973,0.9106532291115851
User_297,4.079974212394443,27,9,26,26,155,0.2966124821570931,1,242,1,1,40,0.8921529168699609,364,33.702725709827135,2023-01-13 08:00:00,963,0.18898572598867253
User_298,1.8632841099873727,17,20,33,3,188,0.07718753022646796,1,296,7,0,6,0.4704733196771568,444,28.887820955120905,2023-01-13 09:00:00,875,0.20539650835475004
User_299,3.491561903276001,12,35,10,26,15,0.16988707321905727,1,210,12,0,77,0.52780736355883,297,63.91893925924772,2023-01-13 10:00:00,411,0.3694120988362096
User_300,1.341389859975072,22,11,44,27,118,0.12694441375497267,1,122,7,1,52,0.999707637821831,468,18.003657047952146,2023-01-13 11:00:00,832,0.9637974835896866
User_301,1.2067268846744308,17,90,46,1,1,0.12328377929894685,1,228,7,0,62,0.8433029661521613,121,15.235098284883225,2023-01-13 12:00:00,203,0.6697617488785963
User_302,3.125418526272592,10,1,11,28,144,0.5185616886657339,1,81,10,0,88,0.36177000577298,495,43.502076566746425,2023-01-13 13:00:00,438,0.5987743269538583
User_303,3.162540486440426,1,12,20,3,29,0.2458474424934003,1,143,16,1,31,0.010345596472699947,33,74.85980090570762,2023-01-13 14:00:00,297,0.7348207027198785
User_304,3.549719605992826,22,52,10,0,102,0.35813971652914445,0,387,8,1,37,0.6261740737938947,300,59.93260824465532,2023-01-13 15:00:00,399,0.4757271004703496
User_305,3.904365334890646,26,31,38,18,12,0.9895053333843224,1,139,9,0,21,0.7039134261281078,348,48.05888216201009,2023-01-13 16:00:00,543,0.7822661512787192
User_306,4.903408317850138,18,94,27,25,95,0.6843142489253448,0,28,9,1,15,0.6508026901433797,335,60.917640780212416,2023-01-13 17:00:00,458,0.45390762817558983
User_307,3.0652013932047812,14,15,4,24,93,0.9489806670470013,1,390,2,0,51,0.9678623511632131,177,42.890633618794624,2023-01-13 18:00:00,467,0.8437268663708181
User_308,2.291825891764984,47,31,16,9,81,0.1425565550331156,1,269,13,0,28,0.8629710273321443,447,94.25317018889017,2023-01-13 19:00:00,268,0.3405655738688541
User_309,4.180744779074814,29,31,19,20,12,0.38213947483256927,0,246,13,1,15,0.4488316931806485,118,14.94144018196969,2023-01-13 20:00:00,248,0.34979199336822187
User_310,2.083329005048297,12,97,40,14,170,0.5547318032823543,1,11,4,0,75,0.06285748747238096,437,70.60523311268517,2023-01-13 21:00:00,860,0.5701449748840617
User_311,2.7558856828225444,36,10,45,26,93,0.07675806188873802,0,354,12,0,16,0.4760587695019969,199,90.21543983449754,2023-01-13 22:00:00,867,0.48768504252556166
User_312,1.3138255253690638,35,9,11,21,148,0.004187443627957865,1,388,17,0,63,0.6892440199620231,499,82.34962378617281,2023-01-13 23:00:00,141,0.6833042598562258
User_313,1.10140297366183,12,14,5,18,111,0.6704343337969175,0,336,2,1,90,0.6077098082270046,364,26.563693133930208,2023-01-14 00:00:00,301,0.4278616792062211
User_314,4.8505936587117,7,16,16,15,54,0.6418195168014353,1,105,13,1,88,0.5381370677108849,205,36.633371408225955,2023-01-14 01:00:00,343,0.3074955841633301
User_315,4.343920482048823,29,39,18,20,80,0.41078880999961176,0,31,18,1,12,0.4688189580152413,42,74.53431448363942,2023-01-14 02:00:00,768,0.522827706594611
User_316,3.783896824374792,11,17,25,26,167,0.48964407603203264,0,73,15,0,71,0.2937618730273863,214,17.584350326268897,2023-01-14 03:00:00,563,0.6048608495474316
User_317,2.6358117776570795,33,54,47,23,115,0.4154430005920896,1,170,8,0,55,0.27734676172462924,321,83.06755298493256,2023-01-14 04:00:00,548,0.2283400484467214
User_318,1.693177280283383,6,72,43,21,142,0.024005044844888856,1,336,15,1,4,0.5002314789258019,429,74.70162501443113,2023-01-14 05:00:00,897,0.6010467631598488
User_319,1.6257481706843442,47,24,43,3,179,0.3353716062174624,0,68,1,1,11,0.160603146429649,191,75.66459843118083,2023-01-14 06:00:00,893,0.38733103472310715
User_320,2.0009715926583813,15,58,31,1,107,0.17708225539728983,1,300,10,1,40,0.3406854235748016,156,19.021723324083226,2023-01-14 07:00:00,536,0.4532066963816571
User_321,3.196906658824482,32,77,5,29,52,0.09842418910136874,0,361,12,0,2,0.3239792747100996,436,74.59844903346078,2023-01-14 08:00:00,992,0.35138631615695315
User_322,3.8583836908002493,11,88,35,24,127,0.9567204338893498,1,136,5,1,98,0.5871328015842009,277,71.1836312697973,2023-01-14 09:00:00,849,0.9382692950137539
User_323,3.640789506870925,23,21,37,12,179,0.5993597250421656,0,432,9,0,32,0.06668230036302458,20,84.78302417396655,2023-01-14 10:00:00,630,0.7150026531521925
User_324,2.1197355877837714,26,29,10,27,157,0.7286562842366027,1,416,8,1,85,0.8296686802650951,79,13.743636063082256,2023-01-14 11:00:00,664,0.33621428026061506
User_325,4.819461122652776,34,83,32,0,160,0.3153637432661175,0,483,16,0,49,0.5623783803844021,265,12.079960162101298,2023-01-14 12:00:00,696,0.6805282010967552
User_326,3.951587666783074,46,84,23,16,56,0.3931471294940152,1,99,14,0,55,0.6708266807759353,405,43.57063898907047,2023-01-14 13:00:00,372,0.8637151686238416
